興趣,類型,成效
"28-60 / 龍井東海中科 / 科技房產興趣
-東海藝術商圈（+5 公里）, 西濱路三段， 台中市（+5 公里）, 中科路， 台中市（+5 公里） Taichung
-智慧科技 (消費電子產品) 、新興技術（科學） 、 AI 、三星電子、羅技、 NVIDIA GeForce 、時尚設計（設計） 、證券（金融） 、個人理財服務和組織 (銀行業) 、商業智慧 (商業和金融業) 、時尚配件（飾品配件） 、宜家家居（零售業者） 、網路購物網站 (網站) 、電子商務網站 (網站) 、排屋、住宅區（房地產） 、連棟住宅（建築） 或 591房屋交易網
1125
-東海藝術商圈（+5 公里）, 萬興路， 台中市（+5 公里）, 中科路， 台中市（+5 公里） Taichung; 西濱路三段， Taiwankou, T'Ai-Wan, Taiwan（+5 公里） Changhua
-燒牛肉、三星電子、 AI 、連棟住宅（建築） 、 NVIDIA GeForce 、證券（金融） 、 591房屋交易網、時尚設計（設計） 、鮭魚、智慧科技 (消費電子產品) 、時尚配件（飾品配件） 、商業智慧 (商業和金融業) 、新興技術（科學） 、酒精飲品（美食和餐飲） 、宜家家居（零售業者） 、住宅區（房地產） 、排屋、羅技、個人理財服務和組織 (銀行業) 、網路購物網站 (網站) 或電子商務網站 (網站)
1201
-燒牛肉、 AI 、連棟住宅（建築） 、 NVIDIA GeForce 、證券（金融） 、 591房屋交易網、時尚設計（設計） 、鮭魚、智慧科技 (消費電子產品) 、時尚配件（飾品配件） 、新興技術（科學） 、酒精飲品（美食和餐飲） 、宜家家居（零售業者） 、住宅區（房地產） 、排屋、羅技、個人理財服務和組織 (銀行業) 、電子商務網站 (網站) 、 LifeStyle Food 或旅行社和預訂 (旅遊觀光業)",名單,優
"30-60 / 沙鹿龍井伸港 / 上班族 / 家具設計
-台中市沙鹿區（+5 公里）, 伸港工業區（+5 公里）, 台中市龍井區（+5 公里）
-上班族（流行文化） 、管理（商業與財務） 、製造業（產業） 、商業（商業與財務） 、傢俱（居家裝潢） 、室內設計（設計） 、居家裝修（家居和園藝用品） 、現代家具（居家裝潢） 、宜家家居（零售業者） 、政府（政府機構） 、網路購物（零售） 、時尚配件（飾品配件） 、排屋、住宅區（房地產） 、連棟住宅（建築） 、保單（保險） 或業務（商業與財務）, 行為：通勤者, 行業類別：大型企業對企業（B2B）企業員工（500 名以上員工） 、中型企業對企業（B2B）企業員工（200 - 500 名員工） 或小型企業對企業（B2B）企業員工（10-200 名員工）
1125
-台中市沙鹿區（+5 公里）, 大肚區公所（+5 公里）, 伸港工業區（+5 公里）, 中科公園（+5 公里）, 台中市龍井區（+5 公里）
-+羅技",名單,優
"30-65 / 西屯南屯 / 有錢興趣
-龍富路五段， 台中市（+2 公里）, 福林路， 台中市（+4 公里） Taichung
-私人銀行服務、 Business networking 、蘇富比、百達翡麗（手錶） 、度假村（旅遊觀光業） 、品酒 (葡萄酒) 、路易威登（時尚品牌） 、企業家（商業與財務） 、豪奢生活方式（網站） 、慈善和公益（社會公益理念） 、 Country club 、高淨值人士（商業與財務） 、高爾夫球（體育運動） 、登山（爬山） 、健行裝備（運動用品） 、健行和露營 (戶外活動) 、觀鳥或茶（非酒精飲料）",名單,優
"30-60 / 西屯南屯 / 企業家高奢興趣
-五權西路（+5 公里）, 黎明路三段， 台中市（+5 公里） Taichung
-度假（社會觀念） 、比爾·蓋茨、私人銀行服務、古馳（時尚品牌） 、席夢思、路易威登（時尚品牌） 、私人公司、水療（個人護理） 、 Tax law 、遊艇（船舶） 、企業家（商業與財務） 、股份 (金融) 、財富（經濟） 、房地產（產業） 、投資者（投資） 、機場貴賓室、高爾夫球（體育運動） 、現代藝術（藝術） 、手錶（飾品配件） 、收藏品 (收藏品) 或豪華轎車（交通工具）
1125
-國立臺灣美術館 National Taiwan Museum of Fine Arts（+3 公里）, 黎明路三段， 台中市（+4 公里）, 龍富路四段， 台中市（+4 公里） Taichung
-現代藝術（藝術） 、度假（社會觀念） 、比爾·蓋茨、私人銀行服務、古馳（時尚品牌） 、席夢思、水療（個人護理） 、私人公司、 Tax law 、遊艇（船舶） 、機場貴賓室、路易威登（時尚品牌） 、企業家（商業與財務） 、收藏品 (收藏品) 、股份 (金融) 、高爾夫球（體育運動） 、財富（經濟） 、房地產（產業） 、投資者（投資） 、手錶（飾品配件） 、豪華轎車（交通工具） 、古董、跑車（交通工具） 或拍賣",名單,優
"30-60 / 西屯七期 / 精品房產
-台中七期（+3 公里）, 福科路， 台中市（+3 公里） Taichung
-精品店（零售業者） 、高級訂製時裝（服飾） 、排屋、住宅區（房地產） 、連棟住宅（建築） 、別墅（住宿） 、私人銀行服務、愛馬仕（服飾） 或路易威登（時尚品牌）
1125
-台中七期（+3 公里）, 龍富路五段， 台中市（+3 公里）, 福科路， 台中市（+3 公里） Taichung
-連棟住宅（建築） 、私人銀行服務、精品店（零售業者） 、愛馬仕（服飾） 、路易威登（時尚品牌） 、別墅（住宿） 、住宅區（房地產） 、排屋、高級訂製時裝（服飾） 、 Cartier（珠寶商） 、凡賽斯（時尚品牌） 或商務艙（航空旅行）
1201
-黎明路三段， 台中市（+4 公里）, 龍富路五段， 台中市（+4 公里）, 福林路， 台中市（+4 公里） Taichung",名單,優
"28-55 / 台3 74沿/ 新婚上班族
-大里軟體園區（+5 公里）, 大里十九甲（+5 公里）, 台中高工（+5 公里）
-甜點（美食和餐飲） 、傢俱（居家裝潢） 、旅遊網站（網站） 、 591房屋交易網、訂婚（婚禮） 、婚禮（社會觀念） 、宜家家居（零售業者） 、婚戒（婚禮） 、星巴克（咖啡） 、 http://hotels.com/（住宿） 、旅遊（旅遊觀光） 、 http://booking.com/（旅遊觀光業） 、婚禮網站和部落格 (網站) 或房屋廣告和入口網站 (網站)、生活要事：新婚（不到一年）",名單,可
"28-60 / 和美 沿台19 / 小家庭+上班族
1.地區:和美鎮（+3 公里） ; 精誠夜巿（+3 公里）, 秀水_龍騰公園（+3 公里）
2.興趣-591房屋交易網、不動產（房地產）、公寓大樓（房地產）、住宅區（房地產）、金融服務（商業與財務）、金錢（貨幣）、促銷（行銷）、政府（政府機構）、團購、證券（金融）、銀行業（金融）、教育、優惠券",訊息,可
"高效 28-55 / 梧棲中科 / 小家庭
-梧棲中港國小（+5 公里）, 台中港關聯工業區（+5 公里）, 水崛頭公園（+5 公里）, 中科園區（+5 公里）, 家樂福沙鹿店（+5 公里）
-上班族（流行文化） 、工廠（製造業） 、優惠券（優惠券和折扣） 、超市（食品零售業者） 、出口貿易、量販店（食品零售業者） 、居家裝修（家居和園藝用品） 、幼兒照護（兒童和親子教育） 、生活用品（家居和園藝用品） 、物流（商業與財務） 、政府（政府機構） 、社群媒體（網路媒體） 、進口（郵遞） 或製造生產服務和組織 (製造業)",訊息,可
"30-60 / 竹科竹東 / 學術性工作
-竹東工研院（+5 公里）, 國立清華大學（+5 公里）, 台灣大學竹北分校（+5 公里）, 竹東中央市場（+5 公里）
-實驗室、科學 (期刊) 、研究所教育（高等教育） 、高等教育（教育） 、研究、咖啡廳（咖啡） 、健身和保健（健身） 、魚油、科技（電腦和電子產品） 、人工智慧（計算） 、餐廳（餐飲） 、指數股票型基金 (投資) 、被動收入（商業與財務） 、股票市場（投資） 、 iPad 或網路社區、行業類別：資訊科技和技術服務、教育和圖書館或計算與數學",訊息,可
"27-55 / 西屯沙鹿 / 醫療相關
-光田綜合醫院 Kuang Tien General Hospital（+3 公里）, 台中榮總急診大樓（+3 公里）, 台中澄清醫院中港分院（+3 公里）, 沙鹿童綜合（+3 公里）, 台灣大道六段（+3 公里）
-生物技術、醫學院 (高等教育) 、牙科學院 (高等教育) 、研究所教育（高等教育） 、保單（保險） 、個人理財（銀行業） 、生物學（科學） 、派對（活動） 、時尚配件（飾品配件） 、英語（語言） 、休閒餐廳 (餐廳) 、實驗室、衛生政策研究、政府（政府機構） 、生命科學、生命延續、美容（社會觀念） 、智慧科技 (消費電子產品) 或穿戴式科技（消費電子產品）, 行業類別：健康照護與醫療服務",訊息,可
"28-55 / 中科西屯 / 工程師興趣
-中科林厝公園（+3 公里）, 台中工業區（+3 公里）, 新光三越 台中中港店（+3 公里）
-資訊科技（電腦和電子產品） 、軟體開發（軟體） 、大數據 (科學) 、人工智慧（計算） 、新興技術（科學） 、智慧科技 (消費電子產品) 、股票（投資） 、網路社區、棒球（體育運動） 、 NBA季後賽、行動支付（貨幣） 、 Google電子錢包或 Uber（公司）、行為：行銷 API 開發人員（過去 90 天）
1121-台中工業區（+3 公里）, 水崛頭公園（+3 公里）, 老虎城購物中心（台中）（+3 公里）
人工智慧（計算） 、棒球（體育運動） 、大數據 (科學) 、資訊科技（電腦和電子產品） 、行動支付（貨幣） 、智慧科技 (消費電子產品) 、股票（投資） 、新興技術（科學） 、軟體開發（軟體） 、網路社區、 Uber（公司） 、 Trivago 、 http://geek.com/ 、旅遊網站（網站） 或 GitHub
1125
-台中工業區（+4 公里）, 水崛頭公園（+4 公里）, 中力健身中心-沙鹿館（+4 公里）
-人工智慧（計算） 、棒球（體育運動） 、 GitHub 、旅遊網站（網站） 、大數據 (科學) 、資訊科技（電腦和電子產品） 、行動支付（貨幣） 、智慧科技 (消費電子產品) 、股票（投資） 、新興技術（科學） 、軟體開發（軟體） 、網路社區、 Uber（公司） 、 Trivago 、 http://geek.com/ 、健身俱樂部（健身） 、重量訓練（舉重） 、智慧裝置（消費電子產品） 、雞肉 (食品) 、羅技或 Razer",訊息,優
"30-60 / 沙鹿梧棲清水 / 汽車業 UBER
-沙鹿火車站（+3 公里）, 龍井車站（+3 公里）, 台中國際機場（+3 公里）
-小吃、計程車司機、金融服務（商業與財務） 、兼職（工作機會） 、美食（美食和餐飲） 、 Customer support 、 591房屋交易網、在地美食（美食和餐飲） 、出租車、服裝（服飾） 、小吃店、顧客服務（商業與財務） 、烹飪（美食和餐飲） 、工作（工作機會） 或 Uber（公司）",訊息,可
"30-60 / 北區北屯西屯 / 生活面向
-敦化路一段（+3 公里）, 國立自然科學博物館（+3 公里）, 頭家厝菜市場（+3 公里）
-行動應用程式（軟體） 、零售銀行業務（銀行業） 、 Podcast (音樂和音訊串流) 、網路廣告（行銷） 、買一送一 (行銷) 、生活風格 (生活風格內容) 、 Lifestyle Travel 、 LifeStyle Food 、 Professional services 、 Business networking 、休閒餐廳 (餐廳) 、女裝品牌 (服飾) 、 Cash on delivery 或男裝品牌 (服飾)
1209
-Cash on delivery 、零售銀行業務（銀行業） 、 Business networking 、買一送一 (行銷) 、 Podcast (音樂和音訊串流) 、 LifeStyle Food 、生活風格 (生活風格內容) 、 Lifestyle Travel 、行動應用程式（軟體） 、休閒餐廳 (餐廳) 、男裝品牌 (服飾) 、女裝品牌 (服飾) 、消費電子展、會員集點計畫 (優惠券、折扣和購物回饋) 、電影愛好者 (電影) 、線上訂餐（美食和餐飲） 或 momo購物網",名單,優
"28-45 / 東區巨城 / 家庭主婦
水圳森林公園（+5 公里）, Big City遠東巨城購物中心（+5 公里）
-美容（社會觀念） 、超市（食品零售業者） 、咖啡廳（咖啡） 、韓國電視劇（電視節目） 、烹飪（美食和餐飲） 、廚房（家居和園藝用品） 、廚具（廚房與餐廚） 、水療（個人護理） 、中式料理（美食和餐飲） 、親子教育（兒童和親子教育） 、個人理財（銀行業） 、家務（家居和園藝用品） 、化妝品（個人護理） 或美髮產品（護髮保養）",訊息,可
"28-45 / 竹科園區 / 科技業小家庭
-聯發科技總部（+5 公里）, 新竹科學園區（+5 公里）, Big City遠東巨城購物中心（+3 公里）
-宮崎駿、親子教育（兒童和親子教育） 、兒童發展（小學和中學教育） 、教養方式 (兒童和親子教育) 、育兒雜誌 (媒體刊物) 、 The New Age Parents 、在家教育（小學和中學教育） 、半導體、科技新聞 (新聞服務) 、 NVIDIA GeForce 、納斯達克100指數、 GitHub 、惠普、 UberEATS 、超市（食品零售業者） 或酒精飲品（美食和餐飲）",1510,可
"28-55 / 鹿港埔鹽芳苑 / 傳產農畜牧
-埔鹽國民中學（+5 公里）, 草湖國中（+5 公里）, 漢寶國小（+5 公里）, 鹿港老街（+5 公里）
-機械工程（工程） 、電子工程、工廠（製造業） 、資訊科技（電腦和電子產品） 、政府機關概念和作法 (法律和政府) 、畜牧業（農業） 、農作物（農業） 、肥料（農業） 、農學、有機食品（美食和餐飲） 、均衡飲食（個人護理） 、食品（美食和餐飲） 、灌溉、一般保險 (保險) 、新聞媒體（新聞服務） 或 591房屋交易網、行業類別：政府員工（全球） 、保護服務、製造、軍事（全球） 或農、林、漁業",名單,可
"28-60 / 頭份竹南 / 親子 才藝 寵物
-尚順廣埸（+5 公里）, 國家衛生研究院（+5 公里） ; 廣源科技園區（+5 公里）, 竹南獅山親子公園（+5 公里）
-寵物（動物） 、貓（動物） 、狗（動物） 、狗狗美容（寵物） 、狗狗公園（地標） 、犬隻訓練（寵物） 、貓咪玩具和遊戲 (貓) 、寵物領養 (寵物) 、遛狗（狗狗） 、家庭（社會觀念） 、教育（社會觀念） 、親子教育（兒童和親子教育） 、語言教育、樂器（樂器） 、繪畫（視覺藝術） 、舞蹈（藝術） 、運動（體育運動） 、表演藝術（表演藝術） 或英語（語言）、家長：父母（全部）",訊息,可
"28-60 / 西屯北屯 / 銀行投顧
-水崛頭公園（+3 公里）, 和欣客運朝馬轉運站（+3 公里）, 中國信託洲際分行（+3 公里）, 逢甲大學商學大樓（+3 公里）, 頭家厝菜市場（+3 公里）
-金融市場（投資） 、金融服務（商業與財務） 、財務顧問 (投資) 、風險投資 (商業金融) 、天使投資人 (商業金融) 、金錢（貨幣） 、投資策略（投資） 、資產管理 (商業和金融業) 、投資銀行業（銀行業） 、資金、保險（商業與財務） 、證券交易所（投資） 、財產保險、道瓊斯工業平均指數、指數基金 (投資) 、投資和交易 (設計) 或 591房屋交易網",訊息,可
